Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
PRESS ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N)
2130, 0.0000000000
2151, 0.0000000000
2171, 0.0000000000
2193, 0.0000000000
2213, 0.0000000000
2234, 0.0000000000
2254, 0.0000000000
2276, 0.0000000000
2296, 0.0000000000
2317, 0.0000000000
2338, 0.0000000000
2359, 0.0000000000
2379, 0.0000000000
2401, 0.0000000000
2421, 0.0000000000
2442, 0.0000000000
2463, 0.0000000000
2484, 0.0000000000
2504, 0.0000000000
2526, 0.0000000000
2546, 0.0000000000
2567, 0.0000000000
2587, 0.0000000000
2609, 0.0000000000
2629, 0.0000000000
2650, 0.0000000000
2671, 0.0000000000
2692, 0.0000000000
2712, 0.0000000000
2734, 0.0000000000
2754, 0.0000000000
2775, 0.0000000000
2796, 0.0000000000
2817, 0.0000000000
2837, 0.0000000000
2859, 0.0000000000
2879, 0.0000000000
2899, 0.0000000000
2920, 0.0000000000
2941, 0.0000000000
2962, 0.0000000000
2982, 0.0000000000
3004, 0.0000000000
3024, 0.0000000000
3045, 0.0000000000
3066, 0.0000000000
3087, 0.0000000000
3107, 0.0000000000
3129, 0.0000000000
3149, 0.0000000000
3170, 0.0000000000
3191, 0.0000000000
3212, 0.0000000000
3232, 0.0000000000
3253, 0.0000000000
3274, 0.0000000000
3295, 0.0000000000
3315, 0.0000000000
3337, 0.0000000000
3357, 0.0000000000
3378, 0.0000000000
3399, 0.0000000000
3420, 0.0000000000
3440, 0.0000000000
3462, 0.0000000000
3482, 0.0000000000
3503, 0.0000000000
3524, 0.0000000000
3545, 0.0000000000
3565, 0.0000000000
3586, 0.0000000000
3607, 0.0000000000
3628, 0.0000000000
3648, 0.0000000000
3670, 0.0000000000
3690, 0.0000000000
3710, 0.0000000000
3732, 0.0000000000
3752, 0.0000000000
3773, 0.0000000000
3794, 0.0000000000
3815, 0.0000000000
3835, 0.0000000000
3857, 0.0000000000
3877, 0.0000000000
3898, 0.0000000000
3918, 0.0000000000
3940, 0.0000000000
3960, 0.0000000000
3981, 0.0000000000
4002, 0.0000000000
4023, 0.0000000000
4043, 0.0000000000
4065, 0.0000000000
4085, 0.0000000000
4106, 0.0000000000
4127, 0.0000000000
4148, 0.0000000000
4168, 0.0000000000
4190, 0.0000000000
4210, 0.0000000000
4231, 0.0000000000
4251, 0.0000000000
4273, 0.0000000000
4293, 0.0000000000
4314, 0.0000000000
4335, 0.0000000000
4356, 0.0000000000
4376, 0.0000000000
4398, 0.0000000000
4418, 0.0000000000
4439, 0.0000000000
4460, 0.0000000000
4481, 0.0000000000
4501, 0.0000000000
4523, 0.0000000000
4543, 0.0000000000
4563, 0.0000000000
4584, 0.0000000000
4605, 0.0000000000
4626, 0.0000000000
4646, 0.0000000000
4668, 0.0000000000
4688, 0.0000000000
4709, 0.0000000000
4730, 0.0000000000
4751, 0.0000000000
4771, 0.0000000000
4793, 0.0000000000
4813, 0.0000000000
4834, 0.0000000000
4855, 0.0000000000
4876, 0.0000000000
4896, 0.0000000000
4917, 0.0000000000
4938, 0.0000000000
4959, 0.0000000000
4979, 0.0000000000
5001, 0.0000000000
5021, 0.0000000000
5042, 0.0000000000
5063, 0.0000000000
5084, 0.0000000000
5104, 0.0000000000
5126, 0.0000000000
5146, 0.0000000000
5167, 0.0000000000
5188, 0.0000000000
5209, 0.0000000000
5229, 0.0000000000
5250, 0.0000000000
5271, 0.0000000000
5292, 0.0000000000
5312, 0.0000000000
5334, 0.0000000000
5354, 0.0000000000
5374, 0.0000000000
5396, 0.0000000000
5416, 0.0000000000
5437, 0.0000000000
5458, 0.0000000000
5479, 0.0000000000
5499, 0.0000000000
5521, 0.0000000000
5541, 0.0000000000
5562, 0.0000000000
5582, 0.0000000000
5604, 0.0000000000
5624, 0.0000000000
5645, 0.0000000000
5666, 0.0000000000
5687, 0.0000000000
5707, 0.0000000000
5729, 0.0000000000
5749, 0.0000000000
5770, 0.0000000000
5791, 0.0000000000
5812, 0.0000000000
5832, 0.0000000000
5854, 0.0000000000
5874, 0.0000000000
5895, 0.0000000000
5915, 0.0000000000
5937, 0.0000000000
5957, 0.0000000000
5978, 0.0000000000
5999, 0.0000000000
6020, 0.0000000000
6040, 0.0000000000
6062, 0.0000000000
6082, 0.0000000000
6103, 0.0000000000
6124, 0.0000000000
6145, 0.0000000000
6165, 0.0000000000
6187, 0.0000000000
6207, 0.0000000000
6227, 0.0000000000
6248, 0.0000000000
6269, 0.0000000000
6290, 0.0000000000
6310, 0.0000000000
6332, 0.0000000000
6352, 0.0000000000
6373, 0.0000000000
6394, 0.0000000000
6415, 0.0000000000
6435, 0.0000000000
6457, 0.0000000000
6477, 0.0000000000
6498, 0.0000000000
6519, 0.0000000000
6540, 0.0000000000
6560, 0.0000000000
6581, 0.0000000000
6602, 0.0000000000
6623, 0.0000000000
6643, 0.0000000000
6665, 0.0000000000
6685, 0.0000000000
6706, 0.0000000000
6727, 0.0000000000
6748, 0.0000000000
6768, 0.0000000000
6790, 0.0000000000
6810, 0.0000000000
6831, 0.0000000000
6852, 0.0000000000
6873, 0.0000000000
6893, 0.0000000000
6914, 0.0000000000
6935, 0.0000000000
6956, 0.0000000000
6976, 0.0000000000
6998, 0.0000000000
7018, 0.0000000000
7038, 0.0000000000
7060, 0.0000000000
7080, 0.0000000000
7101, 0.0000000000
7122, 0.0000000000
7143, 0.0000000000
7163, 0.0000000000
7185, 0.0000000000
7205, 0.0000000000
7226, 0.0000000000
7246, 0.0000000000
7268, 0.0000000000
7288, 0.0000000000
7309, 0.0000000000
7330, 0.0000000000
7351, 0.0000000000
7371, 0.0000000000
7393, 0.0000000000
7413, 0.0000000000
7434, 0.0000000000
7455, 0.0000000000
7476, 0.0000000000
7496, 0.0000000000
7518, 0.0000000000
7538, 0.0000000000
7559, 0.0000000000
7579, 0.0000000000
7601, 0.0000000000
7621, 0.0000000000
7642, 0.0000000000
7663, 0.0000000000
7684, 0.0000000000
7704, 0.0000000000
7726, 0.0000000000
7746, 0.0000000000
7767, 0.0000000000
7788, 0.0000000000
7809, 0.0000000000
7829, 0.0000000000
7851, 0.0000000000
7871, 0.0000000000
7891, 0.0000000000
7912, 0.0000000000
7933, 0.0000000000
7954, 0.0000000000
7974, 0.0000000000
7996, 0.0000000000
8016, 0.0000000000
8037, 0.0000000000
8058, 0.0000000000
8079, 0.0000000000
8099, 0.0000000000
8121, 0.0000000000
8141, 0.0000000000
8162, 0.0000000000
8183, 0.0000000000
8204, 0.0000000000
8224, 0.0000000000
8245, 0.0000000000
8266, 0.0000000000
8287, 0.0000000000
8307, 0.0000000000
8329, 0.0000000000
8349, 0.0000000000
8370, 0.0000000000
8391, 0.0000000000
8412, 0.0000000000
8432, 0.0000000000
8454, 0.0000000000
8474, 0.0000000000
8495, 0.0000000000
8516, 0.0000000000
8537, 0.0000000000
8557, 0.0000000000
8578, 0.0000000000
8599, 0.0000000000
8620, 0.0000000000
8640, 0.0000000000
8662, 0.0000000000
8682, 0.0000000000
8702, 0.0000000000
8724, 0.0000000000
8744, 0.0000000000
8765, 0.0000000000
8786, 0.0000000000
8807, 0.0000000000
8827, 0.0000000000
8849, 0.0000000000
8869, 0.0000000000
8890, 0.0000000000
8910, 0.0000000000
8932, 0.0000000000
8952, 0.0000000000
8973, 0.0000000000
8994, 0.0000000000
9015, 0.0000000000
9035, 0.0000000000
9057, 0.0000000000
9077, 0.0000000000
9098, 0.0000000000
9119, 0.0000000000
9140, 0.0000000000
9160, 0.0000000000
9182, 0.0000000000
9202, 0.0000000000
9223, 0.0000000000
9243, 0.0000000000
9265, 0.0000000000
9285, 0.0000000000
9306, 0.0000000000
9327, 0.0000000000
9348, 0.0000000000
9368, 0.0000000000
9390, 0.0000000000
9410, 0.0000000000
9431, 0.0000000000
9452, 0.0000000000
9473, 0.0000000000
9493, 0.0000000000
9515, 0.0000000000
9535, 0.0000000000
9555, 0.0000000000
9576, 0.0000000000
9597, 0.0000000000
9618, 0.0000000000
9638, 0.0000000000
9660, 0.0000000000
9680, 0.0000000000
9701, 0.0000000000
9722, 0.0000000000
9743, 0.0000000000
9763, 0.0000000000
9785, 0.0000000000
9805, 0.0000000000
9826, 0.0000000000
9847, 0.0000000000
9868, 0.0000000000
9888, 0.0000000000
9909, 0.0000000000
9930, 0.0000000000
9951, 0.0000000000
9971, 0.0000000000
9993, 0.0000000000
10013, 0.0000000000
10035, 0.0000000000
10057, 0.0000000000
10079, 0.0000000000
10100, 0.0000000000
10123, 0.0000000000
10144, 0.0000000000
10166, 0.0000000000
10188, 0.0000000000
10210, 0.0000000000
10231, 0.0000000000
10254, 0.0000000000
10275, 0.0000000000
10297, 0.0000000000
10319, 0.0000000000
10341, 0.0000000000
10362, 0.0000000000
10385, 0.0000000000
10406, 0.0000000000
10428, 0.0000000000
10450, 0.0000000000
10472, 0.0000000000
10493, 0.0000000000
10516, 0.0000000000
10537, 0.0000000000
10559, 0.0000000000
10582, 0.0000000000
10603, 0.0000000000
10625, 0.0000000000
10647, 0.0000000000
10669, 0.0000000000
10690, 0.0000000000
10713, 0.0000000000
10734, 0.0000000000
10756, 0.0000000000
10777, 0.0000000000
10800, 0.0000000000
10821, 0.0000000000
10843, 0.0000000000
10865, 0.0000000000
10887, 0.0000000000
10908, 0.0000000000
10931, 0.0000000000
10952, 0.0000000000
10974, 0.0000000000
10996, 0.0000000000
11018, 0.0000000000
11039, 0.0000000000
11062, 0.0000000000
11083, 0.0000000000
11105, 0.0000000000
11127, 0.0000000000
11149, 0.0000000000
11170, 0.0000000000
11193, 0.0000000000
11214, 0.0000000000
11236, 0.0000000000
11258, 0.0000000000
11280, 0.0000000000
11301, 0.0000000000
11324, 0.0000000000
11345, 0.0000000000
11367, 0.0000000000
11389, 0.0000000000
11411, 0.0000000000
11432, 0.0000000000
11455, 0.0000000000
11476, 0.0000000000
11498, 0.0000000000
11521, 0.0000000000
11542, 0.0000000000
11564, 0.0000000000
11586, 0.0000000000
11608, 0.0000000000
11629, 0.0000000000
11652, 0.0000000000
11673, 0.0000000000
11695, 0.0000000000
11717, 0.0000000000
11739, 0.0000000000
11760, 0.0000000000
11783, 0.0000000000
11804, 0.0000000000
11826, 0.0000000000
11848, 0.0000000000
11870, 0.0000000000
11891, 0.0000000000
11914, 0.0000000000
11935, 0.0000000000
11957, 0.0000000000
11979, 0.0000000000
12001, 0.0000000000
12022, 0.0000000000
12045, 0.0000000000
12066, 0.0000000000
12088, 0.0000000000
12110, 0.0000000000
12132, 0.0000000000
12153, 0.0000000000
12175, 0.0000000000
12197, 0.0000000000
12219, 0.0000000000
12240, 0.0000000000
12263, 0.0000000000
12284, 0.0000000000
12306, 0.0000000000
12328, 0.0000000000
12350, 0.0000000000
12371, 0.0000000000
12394, 0.0000000000
12416, 0.0000000000
12437, 0.0000000000
12460, 0.0000000000
12481, 0.0000000000
12503, 0.0000000000
12525, 0.0000000000
12547, 0.0000000000
12568, 0.0000000000
12591, 0.0000000000
12612, 0.0000000000
12634, 0.0000000000
12656, 0.0000000000
12678, 0.0000000000
12699, 0.0000000000
12722, 0.0000000000
12743, 0.0000000000
12765, 0.0000000000
12787, 0.0000000000
12809, 0.0000000000
12830, 0.0000000000
12853, 0.0000000000
12874, 0.0000000000
12896, 0.0000000000
12918, 0.00000
