Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
PRESS ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N), Sensor 2 Force (N), Sensor 3 Force (N), Sensor 4 Force (N)
13613, 2493.0000000000
14452, 2497.0000000000
15394, 2495.0000000000
16335, 2467.0000000000
17277, 2346.0000000000
18220, 2362.0000000000
19162, 2353.0000000000
20103, 2349.0000000000
21045, 2350.0000000000
21987, 2347.0000000000
22929, 2354.0000000000
23870, 2374.0000000000
24812, 2495.0000000000
25754, 2497.0000000000
26695, 2494.0000000000
27637, 2493.0000000000
28579, 2492.0000000000
29520, 2464.0000000000
30462, 2352.0000000000
31405, 2354.0000000000
32347, 2357.0000000000
33288, 2488.0000000000
34230, 2494.0000000000
35172, 2491.0000000000
36114, 2490.0000000000
37055, 2498.0000000000
37997, 2488.0000000000
38938, 2493.0000000000
39880, 
