Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
PRESS ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N)
4543, 0.0000000000
4563, 0.0000000000
4584, 0.0000000000
4605, 0.0000000000
4626, 0.0000000000
4646, 0.0000000000
4668, 0.0000000000
4688, 0.0000000000
4709, 0.0000000000
4730, 0.0000000000
4751, 0.0000000000
4771, 0.0000000000
4792, 0.0000000000
4813, 0.0000000000
4834, 0.0000000000
4854, 0.0000000000
4876, 0.0000000000
4896, 0.0000000000
4917, 0.0000000000
4938, 0.0000000000
4959, 0.0000000000
4979, 0.0000000000
5001, 0.0000000000
5021, 0.0000000000
5042, 0.0000000000
5063, 0.0000000000
5084, 0.0000000000
5104, 0.0000000000
5125, 0.0000000000
5146, 0.0000000000
5167, 0.0000000000
5187, 0.0000000000
5209, 0.0000000000
5229, 0.0000000000
5250, 0.0000000000
5271, 0.0000000000
5292, 0.0000000000
5312, 0.0000000000
5334, 0.0000000000
5354, 0.0000000000
5374, 0.0000000000
5396, 0.0000000000
5416, 0.0000000000
5437, 0.0000000000
5457, 0.0000000000
5479, 0.0000000000
5499, 0.0000000000
5520, 0.0000000000
5541, 0.0000000000
5562, 0.0000000000
5582, 0.0000000000
5604, 0.0000000000
5624, 0.0000000000
5645, 0.0000000000
5666, 0.0000000000
5687, 0.0000000000
5707, 0.0000000000
5729, 0.0000000000
5749, 0.0000000000
5770, 0.0000000000
5790, 0.0000000000
5812, 0.0000000000
5832, 0.0000000000
5853, 0.0000000000
5874, 0.0000000000
5895, 0.0000000000
5915, 0.0000000000
5937, 0.0000000000
5957, 0.0000000000
5978, 0.0000000000
5999, 0.0000000000
6020, 0.0000000000
6040, 0.0000000000
6062, 0.0000000000
6082, 0.00000
