Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
PRESS ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N)
7198, 0.0000000000
7220, 0.0000000000
7240, 0.0000000000
7261, 0.0000000000
7282, 0.0000000000
7303, 0.0000000000
7323, 0.0000000000
7345, 0.0000000000
7365, 0.0000000000
7386, 0.0000000000
7407, 0.0000000000
7428, 0.0000000000
7448, 0.0000000000
7469, 0.0000000000
7490, 0.0000000000
7511, 0.0000000000
7531, 0.0000000000
7553, 0.0000000000
7573, 0.0000000000
7593, 0.0000000000
7615, 0.0000000000
7635, 0.0000000000
7656, 0.0000000000
7677, 0.0000000000
7698, 0.0000000000
7718, 0.0000000000
7740, 0.0000000000
7760, 0.0000000000
7781, 0.0000000000
7801, 0.0000000000
7823, 0.0000000000
7843, 0.0000000000
7864, 0.0000000000
7885, 0.0000000000
7906, 0.0000000000
7926, 0.0000000000
7948, 0.0000000000
7968, 0.0000000000
7989, 0.0000000000
8010, 0.0000000000
8031, 0.0000000000
8051, 0.0000000000
8073, 0.0000000000
8093, 0.0000000000
8114, 0.0000000000
8134, 0.0000000000
8156, 0.0000000000
8176, 0.0000000000
8197, 0.0000000000
8218, 0.0000000000
8239, 0.0000000000
8259, 0.0000000000
8281, 0.0000000000
8301, 0.0000000000
8322, 0.0000000000
8343, 0.0000000000
8364, 0.0000000000
8384, 0.0000000000
8406, 0.0000000000
8426, 0.0000000000
8446, 0.0000000000
8467, 0.0000000000
8488, 0.0000000000
8509, 0.0000000000
8529, 0.0000000000
8551, 0.0000000000
8571, 0.0000000000
8592, 0.0000000000
8613, 0.0000000000
8634, 0.0000000000
8654, 0.0000000000
8676, 0.0000000000
8696, 0.0000000000
8717, 0.0000000000
8738, 0.0000000000
8759, 0.0000000000
8779, 0.0000000000
8800, 0.0000000000
8821, 0.0000000000
8842, 0.0000000000
8862, 0.0000000000
8884, 0.0000000000
8904, 0.000
