Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
PRESS ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N)
20776, 0.0000000000
20799, 0.0000000000
20820, 0.0000000000
20842, 0.0000000000
20865, 0.0000000000
20886, 0.0000000000
20908, 0.0000000000
20930, 0.0000000000
20952, 0.0000000000
20973, 0.0000000000
20996, 0.0000000000
21017, 0.0000000000
21039, 0.0000000000
21061, 0.0000000000
21083, 0.0000000000
21104, 0.0000000000
21127, 0.0000000000
21148, 0.0000000000
21170, 0.0000000000
21192, 0.0000000000
21214, 0.0000000000
21235, 0.0000000000
21258, 0.0000000000
21279, 0.0000000000
21301, 0.0000000000
21322, 0.0000000000
21345, 0.0000000000
21366, 0.0000000000
21388, 0.0000000000
21410, 0.0000000000
21432, 0.0000000000
21453, 0.0000000000
21476, 0.0000000000
21497, 0.0000000000
21519, 0.0000000000
21541, 0.0000000000
21563, 0.0000000000
21584, 0.0000000000
21607, 0.0000000000
21628, 0.0000000000
21650, 0.0000000000
21672, 0.0000000000
21694, 0.0000000000
21715, 0.0000000000
21738, 0.0000000000
21760, 0.0000000000
21781, 0.0000000000
21804, 0.0000000000
21825, 0.0000000000
21847, 0.0000000000
21869, 0.0000000000
21891, 0.0000000000
21912, 0.0000000000
21935, 0.0000000000
21956, 0.0000000000
21978, 0.0000000000
22000, 0.0000000000
22022, 0.0000000000
22043, 0.0000000000
22066, 0.0000000000
22087, 0.0000000000
22109, 0.0000000000
22131, 0.0000000000
22153, 0.0000000000
22174, 0.0000000000
22197, 0.0000000000
22218, 0.0000000000
22240, 0.0000000000
22262, 0.0000000000
22284, 0.0000000000
22305, 0.0000000000
22328, 0.0000000000
22349, 0.0000000000
22371, 0.0000000000
22393, 0.0000000000
22415, 0.0000000000
22436, 0.0000000000
22459, 0.0000000000
22480, 0.0000000000
22502, 0.0000000000
22524, 0.0000000000
22546, 0.0000000000
22567, 0.0000000000
22590, 0.0000000000
22611, 0.0000000000
22633, 0.0000000000
22656, 0.0000000000
22677, 0.0000000000
22699, 0.0000000000
22720, 0.0000000000
22743, 0.0000000000
22764, 0.0000000000
22786, 0.0000000000
22808, 0.0000000000
22830, 0.0000000000
22851, 0.0000000000
22874, 0.0000000000
22895, 0.0000000000
22917, 0.0000000000
22939, 0.0000000000
22961, 0.0000000000
22982, 0.0000000000
23005, 0.0000000000
23026, 0.0000000000
23048, 0.0000000000
23070, 0.0000000000
23092, 0.0000000000
23113, 0.0000000000
23136, 0.0000000000
23157, 0.0000000000
23179, 0.0000000000
23201, 0.0000000000
23223, 0.0000000000
23244, 0.0000000000
23267, 0.0000000000
23288, 0.0000000000
23310, 0.0000000000
23332, 0.0000000000
23354, 0.0000000000
23375, 0.0000000000
23398, 0.0000000000
23419, 0.0000000000
23441, 0.0000000000
23463, 0.0000000000
23485, 0.0000000000
23506, 0.0000000000
23529, 0.0000000000
23550, 0.0000000000
23572, 0.0000000000
23595, 0.0000000000
23616, 0.0000000000
23638, 0.0000000000
23660, 0.0000000000
23682, 0.0000000000
23703, 0.0000000000
23726, 0.0000000000
23747, 0.0000000000
23769, 0.0000000000
23791, 0.0000000000
23813, 0.0000000000
23834, 0.0000000000
23857, 0.0000000000
23878, 0.0000000000
23900, 0.0000000000
23922, 0.0000000000
23944, 0.0000000000
23965, 0.0000000000
23988, 0.0000000000
24009, 0.0000000000
24031, 0.0000000000
24053, 0.0000000000
24075, 0.0000000000
24096, 0.0000000000
24118, 0.0000000000
24140, 0.0000000000
24162, 0.0000000000
24183, 0.0000000000
24206, 0.0000000000
24227, 0.0000000000
24249, 0.0000000000
24271, 0.0000000000
24293, 0.0000000000
24314, 0.0000000000
24337, 0.0000000000
24358, 0.0000000000
24380, 0.0000000000
24402, 0.0000000000
24424, 0.0000000000
24445, 0.0000000000
24468, 0.0000000000
24489, 0.0000000000
24511, 0.0000000000
24534, 0.0000000000
24555, 0.00
