Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
PRESS ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N), Sensor 2 Force (N), Sensor 3 Force (N), Sensor 4 Force (N)
15391, inf
16157, inf
17099, inf
18040, inf
18982, inf
19924, inf
20866, inf
21808, inf
22750, inf
23691, inf
24633, inf
25575, inf
26517, inf
27458, inf
28400, inf
29342, inf
30283, inf
31225, inf
32167, inf
33108, inf
34051, inf
34993, inf
35935, inf
36876, inf
37818, inf
38760, inf
39702, inf
40643, inf
41585, inf
42527, inf
43468, inf
44410, inf
45352, inf
46295, inf
47236, inf
48178, inf
49120, inf
50062, inf
51003, inf
51945, 
