Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
108729, 27.295, 3.340, 15.797, 22.367
110048, 27.753, 3.632, 15.853, 23.435
111367, 27.872, 3.493, 15.991, 23.395
112686, 28.051, 3.558, 16.087, 23.586
114006, 28.228, 3.551, 15.727, 22.104
115325, 27.091, 8.746, 35.481, 38.939
116644, 31.446, 5.238, 18.781, 24.992
117963, 28.221, 3.750, 16.687, 23.323
119283, 27.813, 3.497, 15.834, 23.320
120602, 27.827, 3.640, 16.296, 23.406
121921, 27.348, 3.078, 13.629, 20.111
123239, 27.087, 3.199, 15.356, 23.164
124559, 27.747, 3.712, 15.878, 22.610
125784, 27.350, 3.406, 15.591, 22.464
127103, 27.204, 3.142, 14.081, 21.007
128422, 26.715, 2.877, 13.990, 21.639
129742, 27.364, 3.480, 15.023, 22.399
131061, 27.501, 3.228, 15.410, 23.514
132380, 28.064, 3.344, 15.638, 23.445
133700, 27.826, 3.641, 15.937, 23.124
135019, 27.706, 3.559, 15.303, 22.602
136337, 27.170, 3.206, 13.905, 20.609
137751, 25.673, 3.183, 15.982, 23.265
139165, 27.865, 3.810, 15.914, 23.293
140578, 27.851, 3.649, 16.719, 24.137
141991, 28.268, 3.740, 16.929, 23.561
143405, 27.665, 3.719, 16.657, 23.404
144818, 27.711, 3.538, 15.118, 21.442
146231, 27.113, 3.686, 16.029, 22.129
147551, 27.020, 3.546, 16.022, 23.560
148964, 27.726, 3.659, 15.747, 23.136
150378, 27.610, 3.579, 16.422, 23.195
151696, 27.809, 3.489, 16.233, 22.115
153016, 27.139, 3.689, 16.142, 23.471
154335, 27.965, 3.867, 16.981, 24.068
155654, 27.725, 3.413, 14.579, 20.772
156974, 26.778, 3.318, 15.691, 23.513
158293, 27.820, 3.829, 17.334, 25.301
159518, 28.234, 3.868, 16.614, 24.082
160837, 27.942, 3.504, 14.481, 21.738
162062, 27.181, 3.226, 13.705, 19.599
163381, 26.710, 3.589, 15.250, 21.946
164606, 27.352, 3.571, 15.754, 23.121
165925, 27.912, 3.613, 15.741, 22.316
167150, 27.848, 3.738, 16.217, 24.294
168470, 28.155, 4.030, 16.685, 24.519
169788, 27.895, 3.781, 15.539, 21.876
171107, 27.412, 3.834, 16.940, 23.341
172426, 27.678, 3.469, 15.810, 23.220
173746, 27.525, 3.634, 16.807, 25.123
175065, 27.783, 3.666, 16.742, 24.411
176384, 27.861, 3.663, 16.364, 23.311
177704, 27.406, 3.777, 16.356, 21.529
178929, 27.765, 14.340, 63.071, 74.130
180248, 36.300, 11.341, 36.794, 44.414
181472, 34.780, 26.835, 77.970, 81.117
182886, 36.834, 14.953, 42.581, 45.662
184300, 32.504, 6.064, 22.467, 29.699
185713, 29.058, 4.286, 18.260, 25.993
187126, 28.299, 4.154, 17.103, 24.155
188446, 27.398, 3.376, 15.829, 23.117
189859, 27.580, 3.990, 16.955, 23.805
191178, 27.543, 3.538, 15.814, 22.851
192591, 27.355, 3.813, 17.265, 25.104
194005, 28.015, 3.823, 16.713, 23.044
195418, 26.814, 3.261, 14.557, 21.224
196831, 26.934, 3.447, 15.109, 21.626
198151, 26.588, 3.547, 15.875, 23.366
199564, 26.865, 3.549, 15.216, 21.643
200883, 26.537, 3.247, 14.692, 22.865
202296, 27.457, 3.420, 14.091, 21.430
203711, 26.366, 3.102, 13.173, 18.996
205029, 26.287, 3.242, 15.030, 22.418
206348, 27.124, 3.308, 15.178, 23.361
207667, 27.382, 3.753, 17.558, 23.990
208987, 27.485, 3.748, 16.273, 23.472
210212, 27.758, 3.475, 14.993, 21.719
211531, 27.315, 3.276, 14.821, 22.309
212756, 26.965, 3.234, 16.302, 23.524
214075, 27.784, 3.677, 16.051, 24.156
215300, 28.203, 3.628, 16.134, 24.194
216619, 27.767, 3.553, 14.951, 22.411
217844, 27.256, 3.431, 15.438, 23.231
219163, 27.862, 3.581, 15.788, 23.030
220388, 27.849, 3.604, 16.524, 23.744
221707, 27.746, 3.766, 17.253, 23.829
222932, 27.527, 3.792, 16.096, 22.127
224251, 27.375, 3.640, 16.726, 23.725
225571, 28.037, 3.748, 16.200, 23.124
226890, 27.467, 3.427, 15.854, 23.680
228209, 27.699, 3.765, 16.463, 24.242
229528, 28.134, 3.768, 17.186, 24.968
230941, 28.029, 3.719, 17.090, 25.282
232261, 27.860, 4.036, 17.627, 25.068
233674, 27.902, 3.808, 16.300, 23.325
234993, 27.487, 3.621, 15.541, 23.280
236406, 27.394, 3.770, 16.233, 22.946
237820, 27.458, 3.518, 15.353, 21.684
239139, 27.262, 3.710, 16.145, 23.386
240552, 27.808, 3.580, 16.400, 23.678
241871, 27.325, 3.596, 16.076, 23.195
243285, 27.866, 4.838, 60.420, 92.547
244604, 37.363, 20.525, 50.654, 52.186
246017, 33.279, 7.031, 24.796, 31.564
247430, 29.890, 4.428, 18.407, 25.528
248749, 28.348, 4.028, 16.395, 22.158
250163, 26.821, 3.004, 14.320, 22.191
251482, 27.203, 3.523, 16.620, 23.701
252895, 27.329, 3.407, 15.219, 21.050
254214, 27.107, 3.399, 14.704, 21.945
255628, 27.651, 3.934, 17.800, 25.839
256947, 28.439, 4.105, 16.790, 22.710
258360, 27.593, 3.678, 15.358, 21.127
259774, 27.032, 3.320, 15.542, 22.857
260999, 26.957, 3.610, 15.275, 21.567
262318, 26.877, 3.388, 15.236, 20.810
263543, 26.803, 3.022, 14.497, 20.866
264862, 27.044, 3.370, 15.018, 22.263
266087, 27.222, 3.729, 16.542, 23.585
267406, 27.539, 3.507, 15.096, 21.289
268631, 27.382, 3.425, 14.784, 21.574
269950, 26.961, 3.358, 14.199, 20.136
271175, 26.680, 3.104, 12.630, 18.119
272495, 25.041, 2.824, 11.891, 18.124
273719, 25.321, 2.866, 11.548, 24.080
275038, 33.798, 9.034, 29.860, 36.059
276357, 30.492, 4.996, 20.169, 26.732
277676, 28.852, 3.959, 15.338, 21.108
279090, 27.101, 3.390, 14.147, 19.866
280409, 26.526, 3.615, 15.543, 23.432
281822, 27.347, 3.605, 15.067, 21.169
283141, 26.595, 3.068, 13.438, 19.392
284554, 26.606, 3.279, 14.196, 21.094
285874, 26.642, 3.028, 14.668, 22.783
287287, 27.305, 3.347, 15.270, 22.178
288700, 27.763, 3.328, 14.165, 20.217
290019, 26.907, 3.404, 15.510, 23.929
291433, 27.571, 3.709, 16.174, 22.623
292752, 27.193, 3.445, 14.084, 21.788
294166, 27.445, 3.437, 14.712, 20.558
295484, 27.552, 3.795, 16.858, 24.302
296898, 28.088, 4.320, 18.257, 25.499
298218, 28.492, 3.770, 15.712, 20.938
299536, 26.930, 3.451, 15.021, 22.280
300950, 27.195, 3.461, 14.796, 20.155
302268, 26.139, 3.375, 14.662, 19.816
303682, 26.296, 2.982, 13.678, 19.594
305002, 26.193, 3.263, 14.380, 21.737
306415, 26.963, 3.691, 15.475, 22.489
307734, 27.505, 3.744, 15.115, 21.937
309052, 27.914, 3.815, 15.743, 21.859
310371, 27.596, 3.906, 17.057, 23.469
311691, 27.927, 4.274, 17.358, 23.323
313104, 27.861, 3.585, 16.920, 23.073
314329, 28.020, 3.560, 15.903, 21.807
315648, 27.581, 3.865, 17.082, 23.091
316873, 27.218, 3.656, 16.154, 23.051
318193, 27.329, 3.174, 15.328, 21.356
319417, 26.891, 2.995, 14.764, 23.197
320736, 27.271, 3.552, 15.755, 22.422
321961, 27.321, 3.302, 15.200, 21.806
323280, 27.074, 3.258, 14.041, 20.469
324599, 26.979, 3.346, 16.005, 23.164
325918, 27.779, 4.020, 17.273, 24.698
327237, 28.287, 3.575, 15.726, 21.672
328557, 26.852, 3.197, 14.929, 22.532
329970, 27.464, 3.693, 16.053, 22.044
331289, 25.842, 2.880, 13.328, 21.256
332702, 26.483, 2.860, 14.032, 21.881
334022, 28.020, 3.906, 16.391, 23.135
335435, 27.681, 3.400, 14.131, 21.646
336754, 26.814, 2.992, 13.589, 20.467
338073, 27.098, 3.063, 15.597, 22.608
339392, 26.564, 3.255, 14.299, 22.606
340710, 27.945, 3.443, 14.432, 22.689
342125, 28.171, 3.432, 15.107, 22.668
343444, 27.268, 3.530, 13.855, 19.766
344857, 26.118, 2.977, 12.032, 17.102
346176, 25.705, 7.590, 43.813, 47.573
347590, 32.340, 5.898, 22.351, 28.930
348909, 29.113, 3.675, 13.457, 22.486
350228, 26.502, 3.332, 14.788, 24.381
351546, 27.824, 5.714, 33.250, 39.565
352865, 31.707, 4.800, 20.327, 27.125
354279, 28.561, 3.709, 15.583, 22.334
355598, 27.627, 3.492, 14.469, 19.367
357012, 26.463, 2.997, 13.906, 48.132
358330, 36.553, 14.191, 40.402, 37.652
359649, 31.517, 5.295, 21.667, 30.443
360969, 29.244, Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
PRESS ANY NUMBER & ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N), Sensor 2 Force (N), Sensor 3 Force (N), Sensor 4 Force (N)
0, 27.417, 3.276, 14.508, 21.821
1444, 27.202, 3.308, 15.053, 23.588
2669, 27.589, 3.331, 14.112, 21.805
3988, 25.977, 3.240, 16.520, 24.973
5307, 28.244, 3.962, 15.888, 22.666
6625, 28.059, 4.508, 15.387, 21.521
7945, 27.411, 3.841, 14.664, 21.770
9264, 27.301, 4.020, 16.311, 23.570
10583, 27.717, 4.967, 16.356, 22.567
11902, 27.493, 5.449, 15.445, 21.756
13315, 26.923, 4.567, 14.325, 21.940
14635, 26.841, 5.390, 16.213, 23.483
16048, 27.543, 4.129, 15.641, 22.545
17367, 27.593, 3.789, 15.556, 21.612
18686, 27.027, 3.476, 14.054, 22.115
20005, 26.952, 3.888, 17.465, 26.563
21324, 27.969, 4.048, 16.815, 23.412
22644, 27.942, 4.401, 16.800, 22.359
23963, 26.925, 3.599, 15.489, 22.582
25376, 27.191, 3.970, 16.419, 24.040
26695, 27.921, 4.164, 16.566, 22.020
28108, 26.968, 3.524, 13.759, 18.616
29428, 25.931, 3.195, 12.292, 17.646
30747, 25.757, 3.515, 14.595, 21.768
32066, 26.625, 3.508, 14.854, 21.816
33385, 26.737, 3.365, 13.053, 17.948
34704, 28.409, 2.726, 7.117, 9.346
36022, 30.225, 2.886, 7.988, 8.631
37342, 29.003, 2.749, 7.924, 8.753
38661, 30.984, 3.219, 8.873, 9.510
40074, 30.903, 2.962, 8.289, 9.020
41393, 30.148, 3.130, 8.689, 9.965
42712, 30.574, 2.704, 9.323, 10.221
44032, 30.802, 2.955, 8.337, 9.067
45351, 30.281, 2.789, 7.891, 8.886
46670, 29.104, 1.954, 8.085, 9.481
47989, 27.606, 1.441, 7.886, 9.920
49308, 26.272, 1.181, 8.190, 10.170
50627, 26.242, 1.316, 7.419, 9.989
51947, 26.067, 1.620, 7.727, 10.254
53360, 26.712, 2.100, 7.858, 11.010
54867, 27.088, 1.774, 8.395, 10.623
56186, 26.788, 1.719, 7.913, 10.294
57505, 26.282, 1.810, 8.322, 10.216
58825, 26.578, 1.658, 8.176, 11.057
60144, 28.142, 2.710, 7.760, 9.950
61463, 27.470, 2.331, 7.559, 10.100
62782, 27.231, 3.437, 8.107, 10.563
64101, 27.446, 2.312, 7.389, 9.996
65419, 27.117, 2.285, 7.573, 10.082
66834, 27.796, 1.910, 8.551, 11.834
68153, 27.583, 1.469, 8.456, 11.792
69471, 26.237, 1.177, 15.241, 37.894
70790, 34.649, 6.089, 23.067, 23.723
72109, 30.906, 2.062, 12.361, 15.487
73428, 27.420, 1.365, 9.165, 11.851
74748, 25.315, 1.107, 8.012, 11.445
76067, 26.383, 1.057, 7.785, 10.634
77386, 25.229, 1.096, 7.707, 10.975
78705, 25.196, 1.230, 9.858, 12.327
80024, 25.048, 0.928, 6.582, 9.946
81438, 24.406, 1.072, 8.114, 10.908
82757, 25.373, 1.093, 8.049, 11.203
84076, 25.426, 1.076, 8.828, 12.162
85395, 25.665, 1.195, 9.373, 12.104
86714, 25.520, 0.994, 8.786, 11.867
88033, 26.133, 1.047, 8.457, 11.599
89352, 25.035, 1.046, 8.079, 11.895
90671, 24.853, 1.087, 8.088, 11.765
91990, 25.225, 1.085, 8.753, 12.279
93309, 26.275, 1.216, 8.584, 12.190
94629, 25.424, 1.073, 8.241, 12.271
95948, 25.421, 1.237, 8.840, 12.618
97267, 25.648, 1.131, 8.323, 12.586
98586, 25.800, 1.156, 8.205, 11.554
99999, 24.880, 1.064, 8.398, 11.755
101413, 25.052, 1.188, 9.215, 12.664
102826, 25.312, 1.120, 7.747, 10.930
104239, 24.988, 1.188, 8.494, 11.959
105652, 25.579, 1.247, 9.194, 12.440
107066, 25.305, 1.238, 8.971, 12.368
108384, 25.500, 1.099, 8.219, 11.563
109703, 25.398, 0.955, 8.164, 11.744
111023, 24.856, 1.114, 8.441, 12.185
112342, 24.894, 1.083, 8.387, 12.736
113661, 25.668, 1.060, 9.041, 12.222
114980, 24.979, 1.029, 7.366, 10.302
116299, 24.258, 1.060, 8.349, 13.146
117618, 25.175, 1.081, 8.264, 11.712
118937, 24.900, 1.113, 8.366, 12.170
120257, 25.477, 1.069, 8.500, 11.821
121576, 25.217, 1.169, 15.266, 35.836
122895, 32.121, 2.077, 18.041, 20.357
124213, 27.971, 1.217, 10.501, 14.273
125532, 26.533, 1.050, 8.586, 12.196
126852, 25.338, 0.923, 7.953, 11.703
128171, 24.664, 1.084, 8.842, 13.390
129490, 25.724, 1.017, 8.183, 11.678
130809, 24.814, 0.880, 7.603, 11.591
132128, 24.877, 1.092, 8.412, 13.547
133447, 26.050, 1.360, 12.648, 25.342
134673, 27.927, 1.265, 5.932, 8.610
135992, 23.237, 1.047, 7.505, 11.864
137310, 25.306, 1.089, 9.343, 14.237
138629, 25.824, 1.242, 9.962, 13.839
139948, 24.384, 1.249, 9.753, 12.574
141267, 25.194, 1.067, 9.102, 12.712
142586, 24.212, 1.177, 10.307, 9.528
143905, 29.215, 0.012, 10.023, 12.720
145319, 20.164, 0.928, 6.352, 10.979
146638, 17.986, 1.194, 7.681, 7.915
148051, 21.603, 0.887, 7.930, 8.028
149464, 21.000, 1.100, 7.073, 8.327
150877, 20.571, 1.372, 6.546, 8.201
152291, 20.596, 1.095, 7.398, 8.575
153705, 20.521, 1.449, 7.325, 8.375
155118, 20.393, 1.462, 7.371, 8.538
156437, 20.457, 1.277, 7.438, 9.201
157850, 20.759, 1.242, 6.444, 8.165
159263, 20.536, 1.296, 6.886, 8.612
160676, 21.020, 1.626, 7.455, 8.900
161995, 20.973, 1.774, 7.884, 9.193
163314, 20.994, 11.998, 7.175, 8.560
164634, 20.833, 14.139, 6.625, 8.056
165859, 19.996, 34.434, 22.104, 19.115
167177, 24.442, 1.847, 11.646, 11.882
168402, 22.160, 0.889, 8.022, 8.967
169721, 20.771, 1.489, 7.034, 8.583
170946, 20.864, 1.547, 8.200, 9.836
172265, 21.040, 1.506, 7.970, 9.433
173489, 21.073, 1.186, 7.403, 8.555
174808, 20.357, 1.113, 7.387, 9.276
176128, 20.707, 1.122, 7.651, 9.290
177447, 20.645, 0.951, 6.959, 8.151
178766, 20.526, 0.980, 7.091, 8.168
180085, 20.465, 1.051, 7.181, 8.690
181404, 20.682, 1.252, 6.715, 8.873
182723, 20.781, 1.234, 7.218, 9.028
184043, 20.943, 1.133, 7.468, 7.639
185267, 20.162, 1.002, 6.422, 10.526
186586, 21.186, 1.106, 7.611, 9.415
187811, 20.935, 1.257, 8.866, 10.612
189130, 21.612, 1.268, 7.991, 9.614
190449, 21.332, 1.278, 8.310, 9.535
191862, 21.489, 1.270, 8.645, 10.184
193275, 21.651, 1.233, 8.650, 10.217
194689, 21.434, 1.289, 8.297, 10.048
196102, 21.566, 1.338, 8.892, 10.737
197421, 21.643, 1.298, 8.381, 9.916
198834, 21.304, 1.289, 9.013, 10.641
200153, 21.625, 1.336, 9.171, 16.380
201566, 27.034, 13.102, 44.049, 37.919
202980, 28.213, 7.828, 32.492, 27.472
204393, 26.818, 8.299, 34.244, 28.509
205807, 26.343, 3.947, 21.272, 19.623
207126, 24.881, 1.907, 11.875, 12.170
208539, 22.234, 1.274, 8.246, 9.715
209858, 21.252, 1.268, 8.572, 9.840
211271, 20.849, 1.203, 7.921, 9.569
212684, 21.166, 1.083, 7.063, 8.717
214003, 20.579, 1.086, 7.292, 9.271
215323, 20.948, 1.299, 7.869, 9.557
216548, 21.082, 1.187, 7.811, 8.987
217866, 20.836, 1.105, 7.016, 8.703
219091, 22.161, 1.162, 7.305, 10.566
220410, 22.678, 1.286, 7.429, 10.433
221635, 23.344, 1.181, 6.548, 9.680
222954, 36.357, 1.110, 6.104, 10.110
224179, 37.903, 1.178, 5.915, 11.425
225498, 36.023, 1.115, 5.915, 10.035
226723, 14.398, 1.103, 7.062, 9.310
228042, 13.912, 1.000, 7.047, 9.957
229267, 14.325, 1.185, 7.646, 9.805
230586, 14.117, 1.092, 6.125, 8.023
231904, 13.882, 1.060, 6.244, 8.894
233223, 14.271, 1.163, 7.376, 10.778
234542, 15.006, 1.189, 7.647, 10.638
235768, 14.692, 1.247, 7.558, 10.613
237181, 14.857, 1.240, 7.714, 10.918
238500, 14.714, 1.290, 8.305, 10.921
239913, 14.863, 0.984, 6.849, 9.215
241232, 14.691, 1.185, 7.384, 10.322
242645, 22.675, 1.043, 7.225, 10.364
244059, 14.827, 1.230, 7.591, 10.234
245472, 14.835, 1.027, 6.861, 9.246
246886, 14.573, 1.168, 7.887, 11.045
248204, 15.129, 1.168, 8.005, 10.863
249618, 15.065, 1.250, 7.623, 9.855
250937, 14.762, 1.044, 7.752, 10.171
252350, 14.832, 1.221, 8.123, 10.702
253764, 14.890, 1.011, 7.255, 10.020
255083, 15.033, 1.092, 7.766, 10.737
256496, 15.160, 1.121, 7.855, 10.542
257815, 14.728, 1.143, 7.265, 10.225
259228, 14.649, 3.952, 21.456, 21.482
260547, 17.760, 1.700, 11.692, 13.644
261961, 15.731, 1.158, 9.462, 12.257
263280, 15.434, 1.246, 7.917, 10.905
264693, 15.196, 1.051, 7.262, 9.693
266106, 14.638, 1.017, 7.376, 10.307
267331, 14.611, 1.063, 7.936, 10.885
268651, 15.147, 1.120, 7.820, 10.545
269875, 14.949, 1.118, 7.630, 10.061
271194, 14.642, 1.043, 7.566, 10.909
272419, 14.723, 1.208, 7.827, 11.247
273738, 15.032, 1.286, 7.984, 10.187
274963, 14.877, 1.021, 7.056, 9.124
276283, 14.245, 1.217, 7.837, 10.484
277507, 14.320, 1.089, 7.745, 10.298
278826, 14.612, 1.172, 7.850, 10.267
280051, 14.475, 1.285, 8.372, 11.027
281370, 14.628, 1.260, 8.134, 11.216
282689, 14.712, 1.257, 7.815, 10.050
284009, 14.307, 1.183, 7.375, 10.082
285422, 14.281, 1.195, 8.037, 11.129
286741, 14.734, 1.259, 8.402, 10.760
288154, 14.501, 1.157, 7.400, 9.991
289473, 14.326, 1.165, 7.550, 11.050
290886, 14.477, 1.165, 7.791, 11.090
292206, 14.396, 1.490, 20.158, 27.653
293619, 18.405, 2.259, 15.180, 16.419
295032, 16.206, 1.474, 10.065, 12.223
296351, 15.262, 1.180, 8.252, 10.368
297764, 14.907, 0.956, 7.418, 9.583
299083, 14.729, 0.731, 8.287, 10.677
300496, 15.103, 0.741, 7.808, 9.923
301816, 15.040, 0.517, 7.439, 9.204
303229, 14.684, 0.714, 7.781, 10.130
304548, 14.782, 0.875, 7.909, 10.035
305867, 14.457, 0.964, 6.582, 8.524
307280, 14.209, 0.801, 6.209, 7.978
308600, 13.640, 0.857, 7.188, 10.051
310013, 14.666, 0.814, 7.662, 9.538
311332, 14.518, 0.945, 6.685, 8.603
312745, 14.031, 0.685, 7.390, 10.441
314064, 14.363, 0.686, 7.741, 10.388
315383, 14.486, 0.942, 7.022, 9.545
316702, 14.467, 0.873, 7.643, 10.150
318022, 14.344, 0.783, 7.295, 10.403
319341, 14.737, 0.785, 8.103, 10.538
320565, 14.804, 0.825, 7.293, 9.743
321884, 14.616, 0.781, 7.313, 10.214
323109, 14.494, 0.865, 7.285, 11.536
324428, 15.193, 0.875, 8.054, 10.504
325654, 14.859, 1.006, 7.637, 10.518
326973, 14.936, 0.867, 8.216, 11.304
328292, 14.701, 0.931, 7.519, 10.124
329705, 14.605, 2.600, 6.883, 9.161
331024, 14.253, 2.698, 6.410, 9.290
332342, 14.138, 3.093, 7.526, 9.971
333662, 14.478, 3.289, 7.470, 9.437
334981, 14.389, 3.142, 7.159, 9.408
336394, 14.420, 3.503, 7.763, 10.412
337713, 14.706, 3.673, 7.911, 10.588
339126, 14.838, 3.421, 6.912, 8.923
340445, 14.382, 3.173, 7.076, 9.273
341859, 14.379, 2.942, 6.758, 10.749
343178, 14.622, 3.461, 8.030, 10.969
344497, 14.990, 3.246, 7.565, 10.261
345816, 14.834, 2.986, 7.612, 10.993
347135, 14.909, 3.073, 7.783, 10.885
348548, 14.747, 8.518, 22.606, 23.077
349867, 17.977, 6.051, 13.022, 14.957
351280, 16.008, 3.663, 9.462, 12.476
352599, 15.304, 3.239, 8.083, 10.541
354013, 14.782, 2.664, 7.043, 9.475
355332, 14.323, 2.752, 6.962, 9.772
356651, 14.280, 2.773, 7.222, 9.819
357970, 14.922, 3.211, 7.979, 10.573
359289, 14.979, 2.823, 7.729, 10.369
360702, 14.820, 3.157, 8.195, 11.153
362021, 15.041, 3.839, 8.590, 10.922
363434, 14.885, 2.315, 6.265, 9.171
364753, 14.554, 2.724, 7.886, 10.869
366073, 14.618, 2.777, 7.608, 10.625
367392, 14.833, 2.636, 7.400, 10.463
368711, 14.842, 2.479, 7.980, 10.724
370030, 14.771, 2.979, 7.632, 10.356
371349, Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
Place a 1 kg weight onto the load cell, press any number then enter.
NOTE: this process will calibrate to Newtons.
Calibrating to 50.00 N...Averaged value with weight, minus tare: 		926.4000244140
Calibrated value of weight: 		45709.0000000000
Calibration complete, save and put in code if required. Set to: 		926.4000244140
PRESS ANY NUMBER & ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N), Sensor 2 Force (N), Sensor 3 Force (N), Sensor 4 Force (N)
0, 15.106, 15.425, 8.876, 11.709
1232, 15.076, 16.585, 8.370, 10.857
2551, 15.088, 16.032, 7.611, 10.220
3776, 14.763, 17.336, 8.213, 11.242
5095, 14.910, 17.178, 7.876, 10.493
6319, 14.711, 23.518, 7.501, 9.856
7638, 14.626, 26.088, 7.556, 10.299
8957, 14.749, 28.244, 7.844, 11.012
10276, 14.695, 27.921, 7.521, 10.384
11595, 14.786, 25.926, 7.293, 10.048
12914, 14.785, 24.645, 7.808, 10.741
14233, 14.772, 25.371, 8.059, 11.049
15552, 14.992, 24.656, 8.496, 11.491
16871, 15.404, 24.168, 7.672, 10.312
18095, 14.908, 28.205, 8.918, 12.623
19414, 15.526, 30.263, 8.874, 11.272
20639, 15.124, 25.817, 7.646, 9.975
21958, 14.839, 19.988, 6.727, 9.441
23182, 13.128, 13.727, 5.823, 9.423
24501, 14.453, 20.776, 6.777, 9.125
25726, 14.279, 19.207, 6.234, 8.776
27045, 14.056, 20.149, 7.153, 10.142
28364, 14.611, 25.359, 8.765, 11.879
29683, 15.242, 27.939, 8.602, 11.982
31096, 15.490, 26.753, 8.645, 11.144
32509, 15.215, 26.799, 8.569, 10.844
33922, 14.990, 25.693, 8.520, 11.408
35241, 15.042, 22.974, 8.416, 11.779
36654, 15.487, 15.147, 8.034, 10.955
38067, 15.045, 10.565, 7.835, 11.388
39480, 15.215, 11.574, 8.646, 11.128
40894, 15.453, 12.383, 8.528, 10.961
