Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
803344, 24.658, 26.889, 25.629, 23.217
804666, 19.456, 25.957, 23.471, 21.833
805988, 17.544, 26.006, 22.932, 20.153
807311, 14.305, 29.539, 29.137, 25.810
808539, 22.385, 25.810, 24.685, 22.422
809861, 32.161, 28.656, 29.137, 29.582
811088, 31.203, 29.980, 25.899, 24.926
812411, 19.167, 27.036, 28.822, 26.576
813639, 23.335, 30.422, 27.248, 24.337
814961, 22.382, 27.331, 24.865, 22.687
816189, 20.425, 27.478, 23.696, 23.394
817512, 21.763, 28.214, 23.696, 21.715
818834, 24.483, 25.270, 23.112, 26.576
820157, 33.240, 30.667, 27.338, 24.484
821479, 21.598, 27.380, 26.259, 23.866
822801, 17.958, 25.810, 22.887, 21.184
824124, 22.001, 29.490, 25.629, 23.659
825446, 19.722, 26.546, 22.842, 20.949
826863, 16.190, 25.761, 21.718, 20.242
828185, 14.583, 25.319, 21.583, 20.094
829602, 15.565, 28.312, 29.092, 29.493
831019, 21.474, 33.415, 28.597, 28.256
832436, 20.148, 33.170, 27.743, 28.344
833853, 19.987, 33.219, 27.878, 27.843
835175, 18.788, 32.728, 27.878, 27.431
836592, 18.059, 31.551, 26.439, 26.900
838008, 18.814, 32.924, 27.878, 28.462
839426, 21.653, 32.728, 27.338, 28.197
840843, 18.886, 31.796, 27.338, 28.845
842165, 24.208, 33.023, 27.878, 28.816
843582, 20.542, 32.139, 27.293, 29.788
844904, 24.354, 38.224, 33.858, 35.032
846321, 23.737, 38.273, 32.779, 35.239
847738, 22.963, 37.488, 31.745, 35.828
849155, 24.032, 37.684, 32.464, 34.207
850572, 21.914, 34.298, 31.295, 37.242
851894, 30.449, 38.469, 38.309, 40.689
853311, 32.388, 38.960, 36.960, 29.699
854633, 25.610, 34.249, 36.016, 29.405
855956, 24.384, 34.396, 35.162, 29.464
857278, 24.392, 32.287, 34.532, 26.606
858601, 24.195, 32.777, 35.117, 31.261
859923, 23.641, 33.955, 32.869, 31.880
861245, 24.543, 32.090, 33.633, 31.762
862568, 24.841, 34.740, 33.094, 31.232
863796, 24.456, 34.544, 33.903, 31.232
865119, 24.511, 34.740, 33.543, 31.379
866347, 23.993, 34.544, 33.094, 31.556
867669, 23.538, 34.642, 32.509, 31.408
868896, 23.012, 34.151, 33.049, 30.907
870219, 22.412, 34.102, 32.914, 30.230
871447, 22.946, 34.004, 32.554, 31.114
872769, 21.338, 32.875, 33.183, 31.880
874092, 23.805, 33.072, 32.284, 31.261
875414, 22.311, 33.611, 32.374, 30.966
876736, 23.093, 36.065, 40.198, 40.247
878059, 27.417, 41.315, 38.984, 38.981
879381, 26.381, 41.217, 38.849, 38.833
880609, 25.487, 40.481, 37.590, 37.861
881932, 25.009, 39.696, 36.646, 37.684
883160, 26.980, 41.266, 37.635, 37.301
884482, 26.300, 39.549, 36.826, 36.005
885710, 24.140, 40.137, 37.770, 37.831
887032, 18.660, 39.009, 36.331, 37.831
888450, 20.010, 36.408, 39.523, 34.001
889866, 20.027, 37.144, 37.005, 34.060
891283, 19.541, 37.291, 38.354, 33.530
892606, 19.364, 36.899, 36.960, 33.294
894022, 19.781, 37.488, 37.590, 33.441
895345, 18.343, 36.703, 36.061, 33.589
896761, 20.309, 39.401, 38.759, 34.207
898179, 20.200, 36.752, 36.556, 34.443
899596, 19.430, 36.899, 36.016, 34.001
901012, 19.165, 37.046, 36.736, 35.386
902335, 20.274, 38.371, 37.995, 35.504
903751, 20.933, 38.567, 38.309, 34.885
905074, 19.831, 38.763, 234.937, 257.661
906491, 232.158, 82.139, 82.284, 70.212
907908, 79.779, 52.453, 51.214, 48.114
909325, 37.534, 43.474, 42.311, 39.275
910742, 25.981, 39.647, 39.793, 37.419
912064, 24.888, 38.665, 38.849, 37.124
913481, 23.295, 38.273, 38.354, 36.535
914897, 23.726, 37.242, 37.365, 37.390
916315, 23.855, 37.242, 38.714, 36.771
917637, 23.006, 37.242, 37.725, 36.211
918960, 21.765, 37.537, 37.365, 36.152
920282, 22.349, 36.605, 36.826, 36.005
921509, 20.943, 37.046, 38.849, 45.050
922832, 35.254, 42.738, 43.930, 39.953
924060, 29.295, 39.843, 39.433, 37.507
925382, 34.245, 40.775, 41.682, 39.747
926611, 30.626, 39.647, 40.378, 39.305
927933, 27.323, 41.806, 44.559, 43.076
929255, 32.106, 41.904, 40.962, 38.156
930578, 22.802, 38.420, 40.558, 37.684
931900, 25.254, 39.352, 37.995, 34.679
933223, 20.595, 39.205, 45.459, 47.672
934545, 29.402, 45.339, 31.295, 49.175
935773, 18.161, 44.603, 27.833, 45.993
937096, 21.237, 46.369, 29.317, 48.438
938324, 18.466, 44.112, 28.957, 44.697
939646, 21.442, 39.205, 31.520, 34.502
940874, 21.721, 36.359, 37.590, 33.471
942196, 21.376, 36.310, 36.376, 34.178
943424, 20.561, 36.310, 35.791, 33.765
944747, 20.267, 36.555, 35.701, 33.412
946069, 20.179, 36.948, 35.567, 34.266
947392, 20.173, 36.261, 35.971, 33.648
948714, 19.500, 37.095, 35.612, 33.382
950036, 20.073, 35.918, 33.588, 35.091
951453, 23.118, 41.658, 43.705, 44.520
952775, 32.775, 39.058, 37.725, 37.566
954192, 25.656, 38.371, 35.881, 34.001
955514, 20.971, 36.899, 34.218, 33.265
956932, 19.509, 35.868, 34.263, 33.824
958349, 20.621, 35.967, 33.723, 33.294
959765, 19.864, 36.359, 33.588, 33.471
961182, 19.405, 35.574, 35.072, 33.883
962505, 19.621, 35.967, 34.487, 33.117
963921, 18.569, 35.819, 34.308, 34.031
965339, 20.487, 36.359, 33.678, 33.265
966756, 19.920, 36.261, 34.173, 33.265
968172, 20.470, 36.016, 34.802, 34.119
969495, 20.404, 36.114, 34.982, 33.559
970911, 20.324, 35.083, 33.858, 33.530
972234, 19.906, 35.231, 34.038, 34.031
973651, 20.155, 34.593, 33.813, 33.294
975068, 19.230, 34.985, 33.633, 33.117
976485, 18.804, 35.770, 34.802, 33.029
977901, 18.479, 34.495, 34.353, 32.263
979130, 18.295, 34.593, 33.588, 33.147
980452, 18.968, 34.102, 31.655, 35.622
981680, 29.901, 40.039, 37.095, 33.883
983003, 27.111, 42.934, 44.065, 46.671
984230, 25.705, 42.591, 28.282, 44.667
985552, 17.738, 41.609, 25.405, 43.577
986780, 16.551, 42.738, 27.293, 45.757
988103, 18.440, 43.081, 26.124, 39.275
989425, 20.076, 37.439, 30.980, 31.114
990748, 21.093, 35.525, 35.027, 32.351
992070, 21.138, 35.819, 35.207, 32.174
993393, 19.163, 35.623, 33.858, 32.587
994715, 18.373, 35.427, 34.442, 32.793
995943, 18.019, 35.132, 33.228, 32.911
997266, 18.264, 35.034, 33.723, 30.937
998494, 19.791, 37.095, 36.556, 32.911
999816, 37.191, 43.327, 41.637, 40.513
1001044, 28.314, 38.862, 36.511, 35.239
1002367, 21.723, 35.770, 32.779, 38.922
1003594, 28.124, 37.439, 35.791, 35.180
1004916, 21.144, 36.016, 33.094, 33.324
1006239, 19.596, 35.034, 33.588, 33.206
1007561, 18.185, 36.752, 35.477, 34.502
1008884, 19.489, 36.948, 34.353, 32.587
1010206, 17.786, 37.488, 35.746, 37.920
1011529, 23.897, 42.198, 26.259, 46.906
1012851, 18.467, 42.787, 24.775, 45.404
1014268, 18.415, 42.591, 25.540, 45.551
1015590, 17.629, 42.247, 24.955, 44.166
1017008, 20.325, 39.156, 29.496, 37.036
1018424, 21.348, 36.065, 34.353, 32.057
1019841, 22.371, 36.359, 33.948, 33.058
1021258, 20.441, 35.819, 33.498, 32.233
1022580, 20.542, 35.868, 33.408, 31.762
1023998, 19.942, 35.280, 33.813, 32.204
1025414, 20.071, 35.672, 32.239, 34.738
1026831, 29.256, 37.733, 44.155, 49.381
1028248, 53.302, 43.719, 40.018, 38.804
1029570, 30.189, 36.703, 37.230, 36.918
1030987, 28.111, 38.027, 35.297, 33.972
1032309, 22.786, 36.457, 33.948, 32.970
1033727, 20.342, 36.261, 32.959, 31.998
1035143, 18.729, 35.182, 34.308, 32.940
1036560, 16.705, 37.929, 39.703, 40.365
1037977, 28.604, 39.647, 33.633, 40.424
1039299, 18.291, 39.254, 27.698, 42.104
1040621, 16.376, 40.873, 25.315, 43.105
1041849, 14.633, 40.285, 24.595, 43.164
1043172, 14.931, 40.432, 24.191, 41.102
1044400, 18.216, 37.635, 29.227, 35.828
1045722, 18.702, 36.752, 28.732, 35.062
1047045, 16.844, 37.144, 29.272, 34.944
1048367, 19.467, 36.899, 30.665, 34.915
1049690, 19.783, 36.948, 29.362, 34.266
1051012, 19.339, 36.163, 29.586, 35.091
1052334, 22.160, 37.684, 31.879, 35.415
1053561, 21.383, 37.095, 30.710, 34.532
1054884, 20.560, 37.439, 30.126, 33.412
1056112, 22.888, 38.126, 30.710, 37.213
1057434, 22.700, 37.390, 34.397, 35.504
1058662, 27.814, 36.457, 38.624, 33.147
1059985, 24.282, 36.212, 44.694, 36.476
1061213, 27.841, 36.163, 38.264, 32.911
1062535, 20.330, 35.182, 36.736, 33.382
1063858, 22.009, 35.231, 35.387, 30.377
1065180, 22.709, 38.027, 42.671, 37.124
1066502, 25.470, 40.088, 27.023, 44.667
1067825, 17.790, 41.855, 25.360, 45.080
1069147, 17.858, 41.266, 25.225, 44.284
1070374, 16.678, 41.757, 24.865, 44.608
1071697, 18.168, 41.021, 28.777, 37.507
1072925, 21.814, 38.322, 29.901, 37.213
1074247, 21.101, 37.439, 31.655, 34.826
1075475, 21.779, 38.469, 30.845, 35.415
1076892, 22.401, 37.439, 30.126, 35.769
1078308, 21.900, 37.537, 30.351, 35.474
1079726, 22.263, 37.586, 30.126, 35.445
1081143, 22.362, 35.770, 30.081, 38.450
1082465, 24.807, 36.261, 34.038, 45.463
1083882, 35.622, 42.247, 33.228, 37.861
1085204, 24.453, 40.873, 33.453, 44.873
1086621, 39.675, 42.395, 33.768, 39.481
1088037, 25.773, 40.088, 31.879, 37.095
1089455, 21.598, 37.193, 30.935, 37.036
1090872, 23.130, 36.703, 29.766, 33.441
1092194, 36.331, 45.339, 34.982, 42.546
1093611, 32.806, 40.972, 33.948, 38.273
1095027, 32.040, 39.156, 33.678, 42.457
1096444, 28.547, 38.224, 37.050, 64.585
1097862, 65.542, 70.510, 82.194, 84.031
1099278, 77.042, 51.619, 62.410, 78.904
1100695, 50.654, 55.397, 64.748, 76.223
1101923, 57.590, 60.893, 67.176, 95.610
1103246, 82.420, 66.977, 82.869, 85.415
1104474, 97.397, 57.802, 47.077, 48.998
1105796, 41.036, 43.327, 32.419, 47.142
1107119, 44.695, 39.500, 41.097, 51.621
1108441, 38.713, 46.958, 44.065, 50.560
1109763, 39.373, 46.712, 36.960, 40.748
1111086, 27.980, 37.782, 31.655, 37.596
1112408, 22.937, 37.733, 31.385, 34.620
1113635, 19.521, 36.212, 30.396, 34.915
1114958, 17.544, 34.544, 36.196, 43.901
1116186, 32.385, 43.474, 37.815, 38.804
1117508, 30.549, 39.352, 37.995, 40.807
1118736, 45.181, 42.296, 36.421, 44.255
1120059, 29.498, 36.457, 35.791, 44.196
1121381, 30.881, 44.112, 37.140, 40.778
1122704, 24.121, 38.911, 33.678, 46.965
1124026, 35.720, 41.609, 35.117, 38.362
1125348, 26.918, 39.107, 31.025, 31.556
1126671, 19.751, 43.180, 39.523, 48.704
1127993, 36.326, 42.345, 38.040, 40.395
1129316, 28.882, 50.834, 40.603, 37.331
1130544, 48.379, 42.738, 36.376, 44.372
1131866, 36.388, 45.191, 42.851, 48.409
1133093, 39.893, 41.855, 36.241, 47.083
1134416, 59.060, 48.822, 41.322, 47.260
1135644, 36.737, 41.168, 34.083, 37.448
1136966, 20.751, 34.887, 33.094, 38.568
1138289, 24.791, 36.850, 29.901, 36.181
1139706, 22.515, 35.329, 30.081, 35.415
1141123, 21.784, 37.390, 30.486, 37.036
1142446, 29.802, 42.542, 34.667, 38.214
1143862, 28.749, 36.703, 39.478, 49.529
1145185, 37.326, 46.173, 41.322, 42.369
1146601, 31.088, 40.775, 42.896, 38.362
1148018, 32.230, 37.929, 44.604, 41.014
1149435, 37.883, 41.364, 43.121, 42.546
1150852, 36.742, 42.051, 44.110, 37.331
1152175, 41.521, 48.626, 49.371, 42.840
1153591, 34.772, 41.560, 43.300, 38.391
1155008, 35.206, 43.867, 44.020, 40.277
1156425, 26.015, 40.186, 53.058, 98.085
1157841, 133.853, 59.470, 59.128, 52.563
1159259, 48.781, 45.486, 45.728, 41.868
1160676, 36.271, 41.855, 42.806, 39.452
1161998, 28.514, 40.432, 39.613, 39.658
1163320, 30.227, 41.364, 40.962, 37.684
1164643, 26.564, 39.058, 39.254, 37.743
1165965, 24.600, 39.107, 42.041, 41.750
1167288, 26.012, 40.481, 47.707, 48.645
1168610, 36.542, 46.173, 45.324, 42.840
1169932, 27.315, 44.504, 44.290, 42.133
1171255, 27.617, 41.953, 42.671, 40.041
1172577, 27.966, 43.376, 43.435, 39.540
1173806, 25.232, 41.806, 42.671, 39.423
1175128, 24.966, 42.444, 42.176, 39.039
1176355, 24.248, 40.922, 42.761, 44.608
1177678, 30.391, 42.542, 47.572, 46.258
1179000, 32.029, 48.822, 47.977, 46.435
1180322, 44.971, 48.724, 48.156, 41.750
1181645, 35.378, 49.509, 56.340, 51.503
1182967, 37.695, 48.822, 51.484, 53.860
1184290, 60.502, 54.514, 52.563, 49.617
1185612, 35.492, 45.142, 44.514, 42.192
1186934, 25.529, 41.855, 42.806, 40.071
1188163, 23.771, 41.217, 40.737, 38.097
1189485, 23.273, 41.855, 40.917, 39.481
1190713, 23.465, 40.775, 39.928, 39.039
1192035, 21.154, 40.432, 40.468, 39.246
1193358, 23.074, 40.726, 39.074, 37.861
1194680, 24.360, 41.953, 40.063, 39.511
1196003, 24.482, 41.953, 39.254, 39.481
1197325, 24.834, 41.953, 40.737, 39.894
1198647, 24.830, 42.247, 39.703, 40.041
1199970, 24.608, 41.609, 39.703, 40.071
1201292, 27.480, 42.051, 40.333, 40.454
1202615, 26.660, 42.493, 40.827, 40.807
1204031, 24.923, 42.247, 40.647, 40.660
1205448, 27.894, 41.904, 40.288, 40.542
1206864, 26.962, 44.848, 44.919, 43.754
1208282, 27.482, 43.376, 43.930, 43.047
1209698, 27.117, 43.621, 42.851, 42.634
1211115, 25.855, 43.278, 42.491, 41.927
1212437, 25.312, 43.670, 42.581, 42.015
1213854, 27.366, 44.014, 43.525, 42.516
1215272, 26.469, 42.836, 43.165, 41.691
1216688, 27.579, 44.063, 43.480, 43.282
1218105, 24.516, 46.516, 47.392, 47.466
1219428, 31.150, 44.701, 43.300, 43.105
1220844, 26.020, 42.444, 41.637, 42.280
1222261, 24.424, 42.247, 41.817, 41.632
1223678, 22.361, 43.425, 41.412, 41.308
1225095, 24.460, 43.278, 41.772, 40.454
1226418, 26.430, 49.509, 48.291, 45.404
1227740, 31.415, 50.294, 50.899, 54.331
1228968, 40.145, 51.079, 49.820, 49.941
1230291, 32.027, 48.822, 48.246, 47.378
1231518, 41.639, 49.068, 49.056, 56.187
1232840, 53.696, 54.318, 52.023, 49.470
1234162, 39.816, 50.294, 55.216, 58.103
1235485, 43.786, 51.325, 53.507, 56.246
1236807, 53.910, 53.386, 56.610, 38.539
1238130, 50.841, 52.601, 53.732, 48.998
1239452, 39.037, 51.030, 56.385, 48.262
1240775, 37.099, 47.252, 50.135, 45.698
1242097, 31.347, 46.614, 47.887, 42.752
1243325, 26.465, 45.878, 47.617, 42.693
1244648, 28.188, 46.320, 46.628, 42.398
1245876, 26.460, 45.633, 46.583, 41.897
1247198, 26.406, 46.173, 53.552, 57.336
1248426, 45.704, 51.766, 46.493, 53.536
1249749, 27.198, 53.189, 37.995, 54.744
1251071, 23.974, 51.619, 37.140, 53.329
1252393, 22.483, 49.166, 36.871, 50.530
1253716, 24.650, 45.927, 38.174, 45.315
1255038, 23.204, 46.271, 39.568, 46.140
1256361, 27.256, 46.860, 42.131, 44.048
1257683, 24.472, 43.817, 41.367, 42.870
1259004, 25.195, 44.897, 40.423, 42.045
1260232, 24.252, 44.995, 40.603, 42.222
1261555, 22.623, 43.670, 40.827, 41.750
1262783, 22.803, 45.044, 39.568, 45.168
1264105, 35.146, 47.939, 45.459, 51.650
1265428, 42.008, 49.068, 43.300, 47.054
1266844, 33.090, 44.455, 47.707, 40.247
1268261, 26.554, 43.327, 44.739, 39.570
1269679, 25.550, 42.689, 45.594, 40.483
1271095, 25.715, 43.523, 45.054, 39.540
1272418, 24.175, 41.708, 43.031, 40.041
1273834, 26.002, 42.787, 45.009, 39.393
1275251, 26.127, 41.315, 47.707, 48.379
1276668, 33.043, 51.668, 81.700, 64.526
1278085, 54.596, 52.846, 59.982, 52.976
1279408, 41.179, 51.129, 41.232, 56.541
1280824, 28.148, 50.589, 36.646, 53.801
1282241, 25.847, 49.264, 35.971, 51.061
1283658, 28.102, 47.105, 39.209, 46.995
1285075, 26.854, 46.762, 38.714, 47.054
1286492, 27.678, 46.075, 39.164, 45.728
1287909, 25.841, 44.504, 39.388, 44.844
1289137, 25.757, 43.768, 38.669, 44.932
1290459, 26.500, 44.995, 39.209, 44.166
1291782, 24.745, 44.799, 39.388, 44.579
1293104, 25.161, 44.455, 39.299, 44.520
1294426, 24.486, 43.032, 36.781, 45.993
1295749, 30.274, 45.780, 40.513, 46.759
1297071, 33.954, 50.834, 44.739, 49.617
1298394, 32.816, 48.234, 41.951, 46.111
1299716, 25.444, 46.467, 47.527, 44.225
1300943, 30.614, 42.934, 41.547, 49.234
1302266, 52.721, 52.404, 49.191, 47.142
1303494, 30.374, 52.012, 38.849, 55.068
1304816, 25.481, 48.921, 34.577, 51.061
1306044, 22.369, 46.811, 34.083, 50.295
1307367, 23.080, 47.890, 35.342, 44.343
1308689, 23.124, 43.867, 38.264, 44.549
1310012, 23.277, 42.247, 42.626, 48.379
1311712, 31.164, 44.308, 39.388, 45.757
1313034, 26.589, 43.867, 38.624, 43.076
1314357, 24.448, 43.425, 38.579, 43.194
1315679, 24.627, 43.229, 37.500, 43.047
1317001, 24.392, 41.708, 37.590, 46.877
1318324, 26.245, 47.792, 49.910, 56.099
1319552, 38.017, 48.724, 41.367, 47.643
1320874, 39.506, 47.743, 41.817, 46.788
1322102, 27.314, 43.474, 37.815, 51.267
1323424, 45.079, 51.227, 44.155, 52.180
1324652, 29.621, 48.675, 37.320, 51.915
1325975, 25.822, 47.890, 36.331, 51.562
1327297, 24.111, 47.645, 35.926, 53.860
1328619, 26.767, 47.498, 37.320, 46.818
1330036, 27.416, 43.719, 38.399, 45.050
1331454, 25.607, 43.425, 38.984, 43.960
1332870, 25.778, 43.817, 39.748, 44.196
1334193, 26.214, 44.406, 39.433, 43.312
1335609, 25.598, 43.621, 38.714, 43.223
1337026, 25.576, 43.278, 37.860, 42.192
1338442, 23.698, 43.131, 38.040, 40.778
1339860, 29.614, 45.240, 39.209, 42.369
1341182, 43.508, 52.257, 45.099, 49.411
1342599, 32.496, 44.995, 39.928, 52.387
1343921, 33.291, 44.406, 42.716, 42.310
1345338, 26.312, 40.726, 39.209, 40.660
1346755, 24.832, 39.941, 38.939, 40.984
1348171, 24.328, 41.757, 38.714, 39.953
1349589, 32.413, 49.804, 47.842, 47.525
1350911, 32.375, 45.633, 37.050, 50.707
1352233, 22.118, 47.252, 35.746, 51.355
1353461, 22.340, 46.762, 34.353, 48.379
1354783, 21.642, 47.350, 33.858, 48.674
1356105, 22.468, 43.621, 36.646, 43.282
1357428, 21.907, 43.278, 36.466, 43.194
1358750, 21.898, 42.738, 35.881, 42.487
1360072, 22.840, 43.032, 36.736, 44.107
1361395, 24.465, 43.474, 36.871, 43.960
1362717, 24.441, 44.210, 36.556, 43.813
1364039, 24.076, 43.278, 37.590, 43.695
1365267, 24.876, 43.768, 37.725, 44.284
1366590, 24.719, 44.308, 38.085, 43.930
1367818, 23.655, 45.388, 41.547, 48.468
1369140, 27.219, 49.117, 45.953, 54.920
1370463, 37.416, 43.621, 55.710, 37.124
1371785, 44.065, 42.051, 51.304, 40.837
1373107, 32.493, 41.168, 46.763, 40.719
1374430, 33.165, 41.266, 45.728, 49.057
1375752, 45.404, 48.675, 56.160, 47.230
1377075, 45.488, 43.768, 49.326, 43.695
1378397, 35.897, 42.051, 49.775, 42.133
1379625, 29.874, 39.941, 46.313, 39.658
1380947, 26.124, 37.733, 44.424, 38.008
1382174, 23.588, 38.273, 44.964, 39.039
1383497, 23.509, 37.341, 44.155, 38.804
1384819, 24.227, 37.733, 43.390, 38.332
1386142, 24.969, 37.537, 44.290, 38.892
1387464, 26.078, 38.273, 45.144, 40.277
1388786, 27.047, 37.733, 45.009, 41.102
1390109, 28.257, 38.322, 44.829, 40.689
1391431, 28.220, 39.549, 44.739, 40.159
1392848, 28.028, 41.217, 47.077, 41.190
1394170, 28.066, 39.401, 44.649, 39.923
1395588, 25.165, 38.420, 43.480, 39.511
1397004, 25.616, 38.763, 43.615, 37.625
1398421, 31.350, 39.892, 44.559, 40.837
1399838, 25.588, 38.616, 43.210, 38.450
1401254, 24.402, 38.862, 41.592, 38.391
1402672, 23.709, 38.322, 44.020, 49.705
1404088, 33.096, 54.122, 56.160, 53.624
1405505, 30.601, 51.816, 55.261, 52.652
1406922, 30.849, 52.944, 54.362, 53.035
1408339, 32.118, 52.208, 53.597, 53.300
1409756, 34.517, 51.914, 53.732, 54.154
1411078, 36.788, 53.484, 55.665, 53.565
1412400, 35.139, 52.650, 54.451, 53.447
1413723, 32.615, 51.521, 54.002, 53.860
1415045, 23.124, 12.512, 10.072, 9.045
1416368, 4.385, 7.017, 8.273, 8.250
1417690, 3.570, 6.428, 7.374, 7.454
1419012, 3.237, 6.428, 7.239, 6.953
1420335, 3.096, 7.213, 7.419, 7.690
1421657, 5.453, 6.526, 7.104, 7.543
1422884, 4.661, 6.477, 8.633, 8.456
1424207, 4.294, 7.164, 8.633, 8.662
1425435, 4.157, 6.183, 7.554, 8.456
1426757, 3.956, 5.250, 7.779, 8.191
1428080, 3.320, 5.201, 7.779, 8.132
1429402, 3.487, 5.986, 7.959, 8.220
1430724, 3.601, 6.084, 7.914, 7.867
1432047, 3.379, 6.575, 8.049, 8.220
1433369, 3.762, 6.133, 8.363, 8.279
1434691, 3.597, 6.820, 8.004, 8.073
1436014, 3.688, 6.084, 8.183, 8.103
1437242, 3.392, 6.526, 8.813, 8.928
1438564, 2.563, 7.311, 8.408, 8.692
1439793, 2.359, 4.907, 9.577, 9.016
1441115, 2.541, 4.711, 9.532, 8.603
1442437, 3.791, 5.054, 10.162, 10.607
1443760, 3.622, 5.201, 9.802, 9.841
1445082, 3.405, 5.594, 10.027, 9.369
1446405, 3.076, 5.839, 9.802, 9.576
1447727, 3.257, 5.348, 9.982, 9.546
1449050, 3.269, 5.790, 9.847, 9.517
1450372, 3.236, 4.711, 8.453, 9.988
1451694, 15.811, 11.335, 16.637, 17.148
1453111, 10.262, 8.145, 13.894, 12.581
1454528, 6.516, 7.017, 10.342, 10.607
1455944, 4.215, 6.919, 10.477, 10.312
1457361, 4.523, 6.183, 10.297, 10.018
1458779, 3.729, 6.035, 10.567, 9.900
1460195, 3.872, 6.624, 9.892, 9.988
1461518, 3.791, 6.035, 10.432, 9.811
1462934, 4.083, 5.643, 10.387, 10.106
1464351, 3.961, 5.741, 10.432, 10.371
1465769, 9.798, 16.536, 15.513, 14.997
1467185, 8.555, 7.213, 11.196, 11.461
1468508, 5.239, 7.017, 10.117, 10.283
1469924, 4.567, 6.575, 10.072, 9.605
1471247, 3.733, 6.477, 9.308, 9.458
1472569, 3.131, 5.545, 9.802, 9.134
1473892, 3.233, 5.692, 9.757, 9.252
1475214, 3.076, 5.937, 9.487, 9.428
1476536, 3.154, 6.084, 9.982, 9.546
1477859, 3.196, 6.035, 10.117, 9.988
1479181, 3.467, 6.183, 10.117, 9.694
1480503, 3.464, 6.722, 9.757, 9.870
1481826, 3.440, 6.869, 10.746, 9.900
1483054, 3.776, 5.888, 10.387, 10.194
1484376, 3.630, 6.183, 10.791, 10.813
1485699, 4.070, 5.888, 10.432, 10.077
1487021, 4.398, 6.232, 10.387, 9.959
1488343, 4.312, 6.526, 11.331, 10.961
1489666, 4.585, 6.428, 10.746, 10.401
1490988, 3.971, 6.084, 9.757, 10.312
1492311, 3.341, 5.839, 18.885, 33.117
1493633, 36.722, 46.860, 61.646, 55.657
1494955, 34.848, 40.775, 53.103, 50.501
1496278, 27.440, 38.616, 50.090, 47.761
1497505, 25.802, 37.242, 48.876, 47.289
1498827, 25.156, 35.476, 46.493, 46.612
1500150, 31.311, 39.156, 53.147, 50.029
1501472, 28.930, 36.703, 46.897, 44.255
1502795, 24.992, 37.242, 51.439, 50.000
1504117, 30.240, 37.537, 48.336, 44.166
1505439, 25.640, 35.329, 47.527, 42.634
1506762, 23.229, 35.280, 47.752, 43.371
1508084, 25.279, 35.083, 47.752, 43.341
1509312, 24.681, 35.378, 46.493, 50.766
1510635, 42.508, 38.126, 52.653, 48.203
1511863, 36.467, 38.175, 50.629, 46.376
1513185, 27.949, 37.095, 50.899, 46.965
1514602, 27.810, 35.525, 47.392, 44.697
1516019, 25.714, 34.985, 45.234, 42.988
1517435, 25.192, 35.132, 45.189, 42.722
1518853, 24.307, 34.249, 44.919, 42.398
1520269, 22.579, 34.396, 45.054, 33.618
1521686, 23.346, 26.153, 44.290, 33.029
1523103, 21.440, 26.300, 45.414, 33.854
1524520, 23.488, 26.644, 44.649, 35.032
1525937, 24.144, 26.202, 44.874, 35.533
1527354, 25.448, 26.497, 45.189, 35.239
1528676, 24.853, 26.595, 45.594, 37.183
1530093, 27.737, 27.723, 47.752, 37.684
1531509, 31.295, 28.901, 47.437, 40.159
1532832, 39.200, 30.029, 50.629, 38.362
1534154, 27.326, 27.625, 45.863, 36.005
1535476, 23.982, 26.791, 44.919, 35.062
1536799, 22.049, 26.398, 44.110, 34.679
1538121, 21.875, 26.693, 43.165, 34.915
1539444, 21.684, 27.085, 44.200, 34.178
1540672, 20.358, 26.349, 43.210, 33.972
1541994, 21.000, 40.530, 43.121, 53.123
1543316, 21.332, 42.885, 44.020, 52.563
1544639, 22.802, 43.032, 45.594, 53.359
1545961, 23.879, 42.591, 45.189, 53.388
1547284, 25.532, 43.867, 46.043, 52.976
1548606, 24.092, 41.904, 44.604, 52.298
1549928, 24.299, 41.708, 45.683, 52.269
1551251, 23.973, 41.462, 44.290, 50.412
1552573, 22.145, 41.266, 44.649, 50.412
1553896, 22.302, 40.088, 43.750, 50.118
1555124, 22.352, 40.236, 43.390, 49.470
1556446, 21.974, 39.745, 43.165, 48.969
1557769, 20.946, 38.763, 41.592, 50.206
1559091, 23.056, 39.794, 45.324, 60.165
1560414, 33.256, 44.014, 46.628, 52.033
1561736, 23.455, 40.088, 43.300, 50.796
1563058, 24.476, 40.726, 45.099, 50.354
1564381, 23.661, 40.726, 44.110, 50.412
1565703, 23.798, 40.873, 43.975, 52.210
1567026, 23.729, 45.682, 43.615, 52.829
1568348, 23.341, 44.946, 44.379, 51.945
1569576, 23.297, 44.504, 43.840, 52.269
1570899, 22.980, 42.640, 42.176, 51.562
1572220, 22.894, 43.867, 43.615, 51.031
1573542, 22.084, 42.934, 42.536, 50.825
1574960, 23.658, 43.867, 42.896, 50.206
1576377, 21.308, 45.682, 41.277, 52.770
1577794, 22.317, 46.663, 42.581, 52.681
1579116, 21.452, 45.191, 42.536, 52.887
1580533, 22.013, 46.418, 44.874, 54.420
1581951, 25.320, 46.222, 43.121, 54.832
1583367, 25.003, 46.173, 42.761, 55.156
1584784, 25.889, 46.418, 42.851, 54.037
1586201, 24.958, 46.860, 42.896, 54.095
1587617, 24.108, 45.976, 43.165, 53.536
