Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
1 pass.
2 pass
3 pass
4 pass.
PRESS ANY NUMBER & ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N), Sensor 2 Force (N), Sensor 3 Force (N), Sensor 4 Force (N)
0, -10179.000, -424.000, -2507.000, -4570.000
1332, 406.000, -501.000, -3629.000, -6108.000
2746, -2268.000, -399.000, -2387.000, -4128.000
4066, 3304.000, -475.000, -3596.000, -6540.000
5481, -6035.000, -583.000, -3618.000, -6886.000
6896, -2528.000, -509.000, -3425.000, -6783.000
8311, -3138.000, -549.000, -3662.000, -6937.000
9631, -5925.000, -581.000, -3857.000, -7156.000
10951, -9360.000, -609.000, -3850.000, -7529.000
12366, -15097.000, -3010.000, -4453.000, -7609.000
13497, -11288.000, -653.000, -4318.000, -8275.000
14912, -12665.000, -659.000, -4237.000, -8377.000
16232, -19105.000, -730.000, -4350.000, -8644.000
17552, -16236.000, -699.000, -4416.000, -9045.000
18873, -18970.000, -760.000, -4592.000, -9224.000
20193, -19105.000, -762.000, -4695.000, -9321.000
21513, -20915.000, -827.000, -4878.000, -9832.000
22834, -23347.000, -839.000, -7776.000, -10956.000
23966, -35251.000, -825.000, -5247.000, -10785.000
25286, -35381.000, -859.000, -5261.000, -9580.000
26701, -22812.000, -880.000, -4818.000, -10198.000
28021, -33758.000, -878.000, -5233.000, -10793.000
29341, -27058.000, -835.000, -5268.000, -10471.000
30662, -20102.000, -796.000, -5040.000, -10149.000
31982, -35595.000, -993.000, -5619.000, -11064.000
33302, -27414.000, -893.000, -5376.000, -10251.000
34622, -23529.000, -842.000, -5196.000, -10960.000
35942, -27913.000, -855.000, -5109.000, -10205.000
37263, -23642.000, -864.000, -5447.000, -10511.000
38677, -23377.000, -847.000, -5171.000, -10513.000
39997, -27193.000, -860.000, -5191.000, -10689.000
41318, -29065.000, -868.000, -5223.000, -10810.000
42638, -28327.000, -865.000, -5275.000, -11109.000
43959, -28748.000, -908.000, -5315.000, -11104.000
45279, -31839.000, -990.000, -5966.000, -13013.000
46599, -49182.000, -1018.000, -5708.000, -11533.000
48014, -31155.000, -928.000, -5385.000, -11252.000
49334, -30662.000, -925.000, -5400.000, -11533.000
50654, -30664.000, -905.000, -5505.000, -11710.000
51975, -32479.000, -918.000, -5395.000, -11330.000
53295, -32839.000, -930.000, -5397.000, -11461.000
54615, -34231.000, -926.000, -5534.000, -11591.000
55936, -35417.000, -955.000, -5422.000, -11415.000
57256, -34624.000, -940.000, -5520.000, -11391.000
58577, -39704.000, -984.000, -5468.000, -11470.000
59991, -37643.000, -998.000, -5504.000, -11675.000
61311, -48037.000, -1032.000, -5901.000, -12368.000
62632, -45299.000, -1039.000, -6142.000, -13160.000
63952, -52094.000, -1088.000, -5700.000, -12126.000
65273, -43551.000, -975.000, -5280.000, -11627.000
66593, -37924.000, -897.000, -5109.000, -10569.000
67913, -27500.000, -862.000, -5137.000, -10506.000
69234, -26165.000, -924.000, -5466.000, -11283.000
70648, -33671.000, -926.000, -5504.000, -11092.000
72156, -30957.000, -890.000, -5456.000, -12316.000
73571, -44062.000, -1010.000, -5625.000, -11143.000
74891, -34848.000, -881.000, -5865.000, -12205.000
76212, -62890.000, -1142.000, -5733.000, -12470.000
77532, -44836.000, -798.000, -4462.000, -9097.000
78852, -28180.000, -891.000, -5276.000, -9947.000
80173, -20376.000, -774.000, -4722.000, -9424.000
81587, -20202.000, -765.000, -4688.000, -9351.000
82908, -20415.000, -795.000, -4760.000, -9513.000
84228, -20249.000, -807.000, -5122.000, -10420.000
85548, -31876.000, -1093.000, -5980.000, -12437.000
86869, -27490.000, -832.000, -4959.000, -10119.000
